date,sku,family,qty,unit_cost
2024-08,SKU2_007,FAM2,28,6.96
2024-09,SKU2_007,FAM2,27,6.96
2024-10,SKU2_007,FAM2,28,6.96
2024-11,SKU2_007,FAM2,24,6.96
2024-12,SKU2_007,FAM2,27,6.96
2022-01,SKU2_008,FAM2,21,6.93
2022-02,SKU2_008,FAM2,24,6.93
2022-03,SKU2_008,FAM2,0,6.93
2022-04,SKU2_008,FAM2,0,6.93
2022-05,SKU2_008,FAM2,23,6.93
2022-06,SKU2_008,FAM2,0,6.93
2022-07,SKU2_008,FAM2,24,6.93
2022-08,SKU2_008,FAM2,28,6.93
2022-09,SKU2_008,FAM2,0,6.93
2022-10,SKU2_008,FAM2,0,6.93
2022-11,SKU2_008,FAM2,27,6.93
2022-12,SKU2_008,FAM2,18,6.93
2023-01,SKU2_008,FAM2,28,6.93
2023-02,SKU2_008,FAM2,21,6.93
2023-03,SKU2_008,FAM2,0,6.93
2023-04,SKU2_008,FAM2,0,6.93
2023-05,SKU2_008,FAM2,22,6.93
2023-06,SKU2_008,FAM2,28,6.93
2023-07,SKU2_008,FAM2,9,6.93
2023-08,SKU2_008,FAM2,25,6.93
2023-09,SKU2_008,FAM2,24,6.93
2023-10,SKU2_008,FAM2,26,6.93
2023-11,SKU2_008,FAM2,25,6.93
2023-12,SKU2_008,FAM2,21,6.93
2024-01,SKU2_008,FAM2,27,6.93
2024-02,SKU2_008,FAM2,23,6.93
2024-03,SKU2_008,FAM2,0,6.93
2024-04,SKU2_008,FAM2,0,6.93
2024-05,SKU2_008,FAM2,28,6.93
2024-06,SKU2_008,FAM2,40,6.93
2024-07,SKU2_008,FAM2,0,6.93
2024-08,SKU2_008,FAM2,25,6.93
2024-09,SKU2_008,FAM2,25,6.93
2024-10,SKU2_008,FAM2,0,6.93
2024-11,SKU2_008,FAM2,27,6.93
2024-12,SKU2_008,FAM2,28,6.93
2022-01,SKU2_009,FAM2,24,7.5
2022-02,SKU2_009,FAM2,24,7.5
2022-03,SKU2_009,FAM2,20,7.5
2022-04,SKU2_009,FAM2,22,7.5
2022-05,SKU2_009,FAM2,27,7.5
2022-06,SKU2_009,FAM2,26,7.5
2022-07,SKU2_009,FAM2,26,7.5
2022-08,SKU2_009,FAM2,26,7.5
2022-09,SKU2_009,FAM2,42,7.5
2022-10,SKU2_009,FAM2,25,7.5
2022-11,SKU2_009,FAM2,26,7.5
2022-12,SKU2_009,FAM2,34,7.5
2023-01,SKU2_009,FAM2,22,7.5
2023-02,SKU2_009,FAM2,21,7.5
2023-03,SKU2_009,FAM2,23,7.5
2023-04,SKU2_009,FAM2,29,7.5
2023-05,SKU2_009,FAM2,21,7.5
2023-06,SKU2_009,FAM2,24,7.5
2023-07,SKU2_009,FAM2,22,7.5
2023-08,SKU2_009,FAM2,23,7.5
2023-09,SKU2_009,FAM2,25,7.5
2023-10,SKU2_009,FAM2,23,7.5
2023-11,SKU2_009,FAM2,27,7.5
2023-12,SKU2_009,FAM2,28,7.5
2024-01,SKU2_009,FAM2,19,7.5
2024-02,SKU2_009,FAM2,23,7.5
2024-03,SKU2_009,FAM2,25,7.5
2024-04,SKU2_009,FAM2,28,7.5
2024-05,SKU2_009,FAM2,24,7.5
2024-06,SKU2_009,FAM2,25,7.5
2024-07,SKU2_009,FAM2,23,7.5
2024-08,SKU2_009,FAM2,22,7.5
2024-09,SKU2_009,FAM2,30,7.5
2024-10,SKU2_009,FAM2,22,7.5
2024-11,SKU2_009,FAM2,32,7.5
2024-12,SKU2_009,FAM2,29,7.5
2022-01,SKU2_010,FAM2,22,6.45
2022-02,SKU2_010,FAM2,21,6.45
2022-03,SKU2_010,FAM2,22,6.45
2022-04,SKU2_010,FAM2,25,6.45
2022-05,SKU2_010,FAM2,24,6.45
2022-06,SKU2_010,FAM2,27,6.45
2022-07,SKU2_010,FAM2,26,6.45
2022-08,SKU2_010,FAM2,20,6.45
2022-09,SKU2_010,FAM2,26,6.45
2022-10,SKU2_010,FAM2,31,6.45
2022-11,SKU2_010,FAM2,29,6.45
2022-12,SKU2_010,FAM2,27,6.45
2023-01,SKU2_010,FAM2,23,6.45
2023-02,SKU2_010,FAM2,27,6.45
2023-03,SKU2_010,FAM2,27,6.45
2023-04,SKU2_010,FAM2,25,6.45
2023-05,SKU2_010,FAM2,26,6.45
2023-06,SKU2_010,FAM2,29,6.45
2023-07,SKU2_010,FAM2,23,6.45
2023-08,SKU2_010,FAM2,28,6.45
2023-09,SKU2_010,FAM2,27,6.45
2023-10,SKU2_010,FAM2,26,6.45
2023-11,SKU2_010,FAM2,27,6.45
2023-12,SKU2_010,FAM2,26,6.45
2024-01,SKU2_010,FAM2,23,6.45
2024-02,SKU2_010,FAM2,26,6.45
2024-03,SKU2_010,FAM2,22,6.45
2024-04,SKU2_010,FAM2,36,6.45
2024-05,SKU2_010,FAM2,26,6.45
2024-06,SKU2_010,FAM2,25,6.45
2024-07,SKU2_010,FAM2,32,6.45
2024-08,SKU2_010,FAM2,21,6.45
2024-09,SKU2_010,FAM2,25,6.45
2024-10,SKU2_010,FAM2,24,6.45
2024-11,SKU2_010,FAM2,25,6.45
2024-12,SKU2_010,FAM2,26,6.45
2022-01,SKU3_001,FAM3,25,5.38
2022-02,SKU3_001,FAM3,26,5.38
2022-03,SKU3_001,FAM3,25,5.38
2022-04,SKU3_001,FAM3,28,5.38
2022-05,SKU3_001,FAM3,26,5.38
2022-06,SKU3_001,FAM3,30,5.38
2022-07,SKU3_001,FAM3,31,5.38
2022-08,SKU3_001,FAM3,29,5.38
2022-09,SKU3_001,FAM3,30,5.38
2022-10,SKU3_001,FAM3,45,5.38
2022-11,SKU3_001,FAM3,26,5.38
2022-12,SKU3_001,FAM3,26,5.38
2023-01,SKU3_001,FAM3,31,5.38
2023-02,SKU3_001,FAM3,35,5.38
2023-03,SKU3_001,FAM3,29,5.38
2023-04,SKU3_001,FAM3,34,5.38
2023-05,SKU3_001,FAM3,30,5.38
2023-06,SKU3_001,FAM3,28,5.38
2023-07,SKU3_001,FAM3,27,5.38
2023-08,SKU3_001,FAM3,31,5.38
2023-09,SKU3_001,FAM3,27,5.38
2023-10,SKU3_001,FAM3,30,5.38
2023-11,SKU3_001,FAM3,33,5.38
2023-12,SKU3_001,FAM3,29,5.38
2024-01,SKU3_001,FAM3,33,5.38
2024-02,SKU3_001,FAM3,26,5.38
2024-03,SKU3_001,FAM3,28,5.38
2024-04,SKU3_001,FAM3,26,5.38
2024-05,SKU3_001,FAM3,30,5.38
2024-06,SKU3_001,FAM3,46,5.38
2024-07,SKU3_001,FAM3,31,5.38
2024-08,SKU3_001,FAM3,34,5.38
2024-09,SKU3_001,FAM3,29,5.38
2024-10,SKU3_001,FAM3,32,5.38
2024-11,SKU3_001,FAM3,31,5.38
2024-12,SKU3_001,FAM3,33,5.38
2022-01,SKU3_002,FAM3,28,6.78
2022-02,SKU3_002,FAM3,26,6.78
2022-03,SKU3_002,FAM3,26,6.78
2022-04,SKU3_002,FAM3,26,6.78
2022-05,SKU3_002,FAM3,28,6.78
2022-06,SKU3_002,FAM3,30,6.78
2022-07,SKU3_002,FAM3,29,6.78
2022-08,SKU3_002,FAM3,31,6.78
2022-09,SKU3_002,FAM3,24,6.78
2022-10,SKU3_002,FAM3,29,6.78
2022-11,SKU3_002,FAM3,27,6.78
2022-12,SKU3_002,FAM3,31,6.78
2023-01,SKU3_002,FAM3,41,6.78
2023-02,SKU3_002,FAM3,30,6.78
2023-03,SKU3_002,FAM3,31,6.78
2023-04,SKU3_002,FAM3,32,6.78
2023-05,SKU3_002,FAM3,30,6.78
2023-06,SKU3_002,FAM3,27,6.78
2023-07,SKU3_002,FAM3,26,6.78
2023-08,SKU3_002,FAM3,30,6.78
2023-09,SKU3_002,FAM3,30,6.78
2023-10,SKU3_002,FAM3,27,6.78
2023-11,SKU3_002,FAM3,31,6.78
2023-12,SKU3_002,FAM3,28,6.78
2024-01,SKU3_002,FAM3,25,6.78
2024-02,SKU3_002,FAM3,33,6.78
2024-03,SKU3_002,FAM3,33,6.78
2024-04,SKU3_002,FAM3,25,6.78
2024-05,SKU3_002,FAM3,38,6.78
2024-06,SKU3_002,FAM3,29,6.78
2024-07,SKU3_002,FAM3,35,6.78
2024-08,SKU3_002,FAM3,31,6.78
2024-09,SKU3_002,FAM3,28,6.78
2024-10,SKU3_002,FAM3,34,6.78
2024-11,SKU3_002,FAM3,29,6.78
2024-12,SKU3_002,FAM3,32,6.78
2022-01,SKU3_003,FAM3,31,6.84
2022-02,SKU3_003,FAM3,29,6.84
2022-03,SKU3_003,FAM3,29,6.84
2022-04,SKU3_003,FAM3,25,6.84
2022-05,SKU3_003,FAM3,31,6.84
2022-06,SKU3_003,FAM3,27,6.84
2022-07,SKU3_003,FAM3,26,6.84
2022-08,SKU3_003,FAM3,31,6.84
2022-09,SKU3_003,FAM3,26,6.84
2022-10,SKU3_003,FAM3,28,6.84
2022-11,SKU3_003,FAM3,30,6.84
2022-12,SKU3_003,FAM3,36,6.84
2023-01,SKU3_003,FAM3,28,6.84
2023-02,SKU3_003,FAM3,29,6.84
2023-03,SKU3_003,FAM3,32,6.84
2023-04,SKU3_003,FAM3,27,6.84
2023-05,SKU3_003,FAM3,31,6.84
2023-06,SKU3_003,FAM3,33,6.84
2023-07,SKU3_003,FAM3,29,6.84
2023-08,SKU3_003,FAM3,32,6.84
2023-09,SKU3_003,FAM3,31,6.84
2023-10,SKU3_003,FAM3,28,6.84
2023-11,SKU3_003,FAM3,29,6.84
2023-12,SKU3_003,FAM3,29,6.84
2024-01,SKU3_003,FAM3,30,6.84
2024-02,SKU3_003,FAM3,30,6.84
2024-03,SKU3_003,FAM3,32,6.84
2024-04,SKU3_003,FAM3,32,6.84
2024-05,SKU3_003,FAM3,36,6.84
2024-06,SKU3_003,FAM3,30,6.84
2024-07,SKU3_003,FAM3,32,6.84
2024-08,SKU3_003,FAM3,31,6.84
2024-09,SKU3_003,FAM3,31,6.84
2024-10,SKU3_003,FAM3,35,6.84
2024-11,SKU3_003,FAM3,32,6.84
2024-12,SKU3_003,FAM3,34,6.84
2022-01,SKU3_004,FAM3,10,5.73
2022-02,SKU3_004,FAM3,31,5.73
2022-03,SKU3_004,FAM3,27,5.73
2022-04,SKU3_004,FAM3,28,5.73
2022-05,SKU3_004,FAM3,0,5.73
2022-06,SKU3_004,FAM3,0,5.73
2022-07,SKU3_004,FAM3,0,5.73
2022-08,SKU3_004,FAM3,35,5.73
2022-09,SKU3_004,FAM3,28,5.73
2022-10,SKU3_004,FAM3,0,5.73
2022-11,SKU3_004,FAM3,30,5.73
2022-12,SKU3_004,FAM3,31,5.73
2023-01,SKU3_004,FAM3,34,5.73
2023-02,SKU3_004,FAM3,32,5.73
2023-03,SKU3_004,FAM3,32,5.73
2023-04,SKU3_004,FAM3,33,5.73
2023-05,SKU3_004,FAM3,29,5.73
2023-06,SKU3_004,FAM3,28,5.73
2023-07,SKU3_004,FAM3,27,5.73
2023-08,SKU3_004,FAM3,25,5.73
2023-09,SKU3_004,FAM3,35,5.73
2023-10,SKU3_004,FAM3,27,5.73
2023-11,SKU3_004,FAM3,0,5.73
2023-12,SKU3_004,FAM3,43,5.73
2024-01,SKU3_004,FAM3,0,5.73
2024-02,SKU3_004,FAM3,0,5.73
2024-03,SKU3_004,FAM3,32,5.73
2024-04,SKU3_004,FAM3,29,5.73
2024-05,SKU3_004,FAM3,0,5.73
2024-06,SKU3_004,FAM3,32,5.73
2024-07,SKU3_004,FAM3,31,5.73
2024-08,SKU3_004,FAM3,0,5.73
2024-09,SKU3_004,FAM3,33,5.73
2024-10,SKU3_004,FAM3,34,5.73
2024-11,SKU3_004,FAM3,34,5.73
2024-12,SKU3_004,FAM3,0,5.73
2022-01,SKU3_005,FAM3,26,5.82
2022-02,SKU3_005,FAM3,25,5.82
2022-03,SKU3_005,FAM3,31,5.82
2022-04,SKU3_005,FAM3,28,5.82
2022-05,SKU3_005,FAM3,34,5.82
2022-06,SKU3_005,FAM3,29,5.82
2022-07,SKU3_005,FAM3,29,5.82
2022-08,SKU3_005,FAM3,42,5.82
2022-09,SKU3_005,FAM3,29,5.82
2022-10,SKU3_005,FAM3,30,5.82
2022-11,SKU3_005,FAM3,37,5.82
2022-12,SKU3_005,FAM3,40,5.82
2023-01,SKU3_005,FAM3,30,5.82
2023-02,SKU3_005,FAM3,31,5.82
2023-03,SKU3_005,FAM3,33,5.82
2023-04,SKU3_005,FAM3,27,5.82
2023-05,SKU3_005,FAM3,32,5.82
2023-06,SKU3_005,FAM3,28,5.82
2023-07,SKU3_005,FAM3,32,5.82
2023-08,SKU3_005,FAM3,29,5.82
2023-09,SKU3_005,FAM3,24,5.82
2023-10,SKU3_005,FAM3,31,5.82
2023-11,SKU3_005,FAM3,31,5.82
2023-12,SKU3_005,FAM3,29,5.82
2024-01,SKU3_005,FAM3,29,5.82
2024-02,SKU3_005,FAM3,27,5.82
2024-03,SKU3_005,FAM3,32,5.82
2024-04,SKU3_005,FAM3,33,5.82
2024-05,SKU3_005,FAM3,29,5.82
2024-06,SKU3_005,FAM3,30,5.82
2024-07,SKU3_005,FAM3,31,5.82
2024-08,SKU3_005,FAM3,38,5.82
2024-09,SKU3_005,FAM3,34,5.82
2024-10,SKU3_005,FAM3,30,5.82
2024-11,SKU3_005,FAM3,34,5.82
2024-12,SKU3_005,FAM3,30,5.82
2022-01,SKU3_006,FAM3,25,6.0
2022-02,SKU3_006,FAM3,29,6.0
2022-03,SKU3_006,FAM3,30,6.0
2022-04,SKU3_006,FAM3,32,6.0
2022-05,SKU3_006,FAM3,29,6.0
2022-06,SKU3_006,FAM3,29,6.0
2022-07,SKU3_006,FAM3,27,6.0
2022-08,SKU3_006,FAM3,28,6.0
2022-09,SKU3_006,FAM3,30,6.0
2022-10,SKU3_006,FAM3,31,6.0
2022-11,SKU3_006,FAM3,33,6.0
2022-12,SKU3_006,FAM3,28,6.0
2023-01,SKU3_006,FAM3,35,6.0
2023-02,SKU3_006,FAM3,30,6.0
2023-03,SKU3_006,FAM3,31,6.0
2023-04,SKU3_006,FAM3,29,6.0
2023-05,SKU3_006,FAM3,24,6.0
2023-06,SKU3_006,FAM3,40,6.0
2023-07,SKU3_006,FAM3,32,6.0
2023-08,SKU3_006,FAM3,35,6.0
2023-09,SKU3_006,FAM3,31,6.0
2023-10,SKU3_006,FAM3,32,6.0
2023-11,SKU3_006,FAM3,26,6.0
2023-12,SKU3_006,FAM3,29,6.0
2024-01,SKU3_006,FAM3,32,6.0
2024-02,SKU3_006,FAM3,27,6.0
2024-03,SKU3_006,FAM3,31,6.0
2024-04,SKU3_006,FAM3,27,6.0
2024-05,SKU3_006,FAM3,32,6.0
2024-06,SKU3_006,FAM3,31,6.0
2024-07,SKU3_006,FAM3,27,6.0
2024-08,SKU3_006,FAM3,35,6.0
2024-09,SKU3_006,FAM3,30,6.0
2024-10,SKU3_006,FAM3,31,6.0
2024-11,SKU3_006,FAM3,34,6.0
2024-12,SKU3_006,FAM3,36,6.0
2022-01,SKU3_007,FAM3,26,7.14
2022-02,SKU3_007,FAM3,27,7.14
2022-03,SKU3_007,FAM3,32,7.14
2022-04,SKU3_007,FAM3,27,7.14
2022-05,SKU3_007,FAM3,25,7.14
2022-06,SKU3_007,FAM3,30,7.14
2022-07,SKU3_007,FAM3,29,7.14
2022-08,SKU3_007,FAM3,31,7.14
2022-09,SKU3_007,FAM3,31,7.14
2022-10,SKU3_007,FAM3,30,7.14
2022-11,SKU3_007,FAM3,31,7.14
2022-12,SKU3_007,FAM3,29,7.14
2023-01,SKU3_007,FAM3,31,7.14
2023-02,SKU3_007,FAM3,33,7.14
2023-03,SKU3_007,FAM3,28,7.14
2023-04,SKU3_007,FAM3,31,7.14
2023-05,SKU3_007,FAM3,33,7.14
2023-06,SKU3_007,FAM3,32,7.14
2023-07,SKU3_007,FAM3,34,7.14
2023-08,SKU3_007,FAM3,29,7.14
2023-09,SKU3_007,FAM3,34,7.14
2023-10,SKU3_007,FAM3,31,7.14
2023-11,SKU3_007,FAM3,31,7.14
2023-12,SKU3_007,FAM3,34,7.14
2024-01,SKU3_007,FAM3,34,7.14
2024-02,SKU3_007,FAM3,32,7.14
2024-03,SKU3_007,FAM3,33,7.14
2024-04,SKU3_007,FAM3,31,7.14
2024-05,SKU3_007,FAM3,28,7.14
2024-06,SKU3_007,FAM3,32,7.14
2024-07,SKU3_007,FAM3,34,7.14
2024-08,SKU3_007,FAM3,34,7.14
2024-09,SKU3_007,FAM3,35,7.14
2024-10,SKU3_007,FAM3,32,7.14
2024-11,SKU3_007,FAM3,33,7.14
2024-12,SKU3_007,FAM3,40,7.14
2022-01,SKU3_008,FAM3,26,6.37
2022-02,SKU3_008,FAM3,30,6.37
2022-03,SKU3_008,FAM3,29,6.37
2022-04,SKU3_008,FAM3,30,6.37
2022-05,SKU3_008,FAM3,0,6.37
2022-06,SKU3_008,FAM3,0,6.37
2022-07,SKU3_008,FAM3,29,6.37
2022-08,SKU3_008,FAM3,25,6.37
2022-09,SKU3_008,FAM3,30,6.37
2022-10,SKU3_008,FAM3,34,6.37
2022-11,SKU3_008,FAM3,31,6.37
2022-12,SKU3_008,FAM3,25,6.37
2023-01,SKU3_008,FAM3,41,6.37
2023-02,SKU3_008,FAM3,34,6.37
2023-03,SKU3_008,FAM3,32,6.37
2023-04,SKU3_008,FAM3,29,6.37
2023-05,SKU3_008,FAM3,30,6.37
2023-06,SKU3_008,FAM3,0,6.37
2023-07,SKU3_008,FAM3,29,6.37
2023-08,SKU3_008,FAM3,26,6.37
2023-09,SKU3_008,FAM3,33,6.37
2023-10,SKU3_008,FAM3,34,6.37
2023-11,SKU3_008,FAM3,27,6.37
2023-12,SKU3_008,FAM3,34,6.37
2024-01,SKU3_008,FAM3,0,6.37
2024-02,SKU3_008,FAM3,34,6.37
2024-03,SKU3_008,FAM3,0,6.37
2024-04,SKU3_008,FAM3,37,6.37
2024-05,SKU3_008,FAM3,32,6.37
2024-06,SKU3_008,FAM3,30,6.37
2024-07,SKU3_008,FAM3,35,6.37
2024-08,SKU3_008,FAM3,29,6.37
2024-09,SKU3_008,FAM3,32,6.37
2024-10,SKU3_008,FAM3,34,6.37
2024-11,SKU3_008,FAM3,32,6.37
2024-12,SKU3_008,FAM3,0,6.37
2022-01,SKU3_009,FAM3,24,6.74
2022-02,SKU3_009,FAM3,32,6.74
2022-03,SKU3_009,FAM3,30,6.74
2022-04,SKU3_009,FAM3,45,6.74
2022-05,SKU3_009,FAM3,26,6.74
2022-06,SKU3_009,FAM3,32,6.74
2022-07,SKU3_009,FAM3,30,6.74
2022-08,SKU3_009,FAM3,27,6.74
2022-09,SKU3_009,FAM3,31,6.74
2022-10,SKU3_009,FAM3,35,6.74
2022-11,SKU3_009,FAM3,28,6.74
2022-12,SKU3_009,FAM3,31,6.74
2023-01,SKU3_009,FAM3,29,6.74
2023-02,SKU3_009,FAM3,30,6.74
2023-03,SKU3_009,FAM3,35,6.74
2023-04,SKU3_009,FAM3,31,6.74
2023-05,SKU3_009,FAM3,35,6.74
2023-06,SKU3_009,FAM3,34,6.74
2023-07,SKU3_009,FAM3,30,6.74
2023-08,SKU3_009,FAM3,30,6.74
2023-09,SKU3_009,FAM3,29,6.74
2023-10,SKU3_009,FAM3,29,6.74
2023-11,SKU3_009,FAM3,32,6.74
2023-12,SKU3_009,FAM3,31,6.74
2024-01,SKU3_009,FAM3,29,6.74
2024-02,SKU3_009,FAM3,27,6.74
2024-03,SKU3_009,FAM3,32,6.74
2024-04,SKU3_009,FAM3,30,6.74
2024-05,SKU3_009,FAM3,31,6.74
2024-06,SKU3_009,FAM3,33,6.74
2024-07,SKU3_009,FAM3,26,6.74
2024-08,SKU3_009,FAM3,29,6.74
2024-09,SKU3_009,FAM3,39,6.74
2024-10,SKU3_009,FAM3,32,6.74
2024-11,SKU3_009,FAM3,27,6.74
2024-12,SKU3_009,FAM3,30,6.74
2022-01,SKU3_010,FAM3,30,6.68
2022-02,SKU3_010,FAM3,28,6.68
2022-03,SKU3_010,FAM3,31,6.68
2022-04,SKU3_010,FAM3,33,6.68
2022-05,SKU3_010,FAM3,32,6.68
2022-06,SKU3_010,FAM3,29,6.68
2022-07,SKU3_010,FAM3,31,6.68
2022-08,SKU3_010,FAM3,29,6.68
2022-09,SKU3_010,FAM3,29,6.68
2022-10,SKU3_010,FAM3,32,6.68
2022-11,SKU3_010,FAM3,29,6.68
2022-12,SKU3_010,FAM3,26,6.68
2023-01,SKU3_010,FAM3,35,6.68
2023-02,SKU3_010,FAM3,38,6.68
2023-03,SKU3_010,FAM3,35,6.68
2023-04,SKU3_010,FAM3,30,6.68
2023-05,SKU3_010,FAM3,33,6.68
2023-06,SKU3_010,FAM3,31,6.68
2023-07,SKU3_010,FAM3,34,6.68
2023-08,SKU3_010,FAM3,34,6.68
2023-09,SKU3_010,FAM3,34,6.68
2023-10,SKU3_010,FAM3,27,6.68
2023-11,SKU3_010,FAM3,32,6.68
2023-12,SKU3_010,FAM3,33,6.68
2024-01,SKU3_010,FAM3,32,6.68
2024-02,SKU3_010,FAM3,33,6.68
2024-03,SKU3_010,FAM3,32,6.68
2024-04,SKU3_010,FAM3,30,6.68
2024-05,SKU3_010,FAM3,27,6.68
2024-06,SKU3_010,FAM3,30,6.68
2024-07,SKU3_010,FAM3,39,6.68
2024-08,SKU3_010,FAM3,31,6.68
2024-09,SKU3_010,FAM3,28,6.68
2024-10,SKU3_010,FAM3,35,6.68
2024-11,SKU3_010,FAM3,36,6.68
2024-12,SKU3_010,FAM3,38,6.68
2022-01,SKU4_001,FAM4,31,6.59
2022-02,SKU4_001,FAM4,30,6.59
2022-03,SKU4_001,FAM4,36,6.59
2022-04,SKU4_001,FAM4,30,6.59
2022-05,SKU4_001,FAM4,29,6.59
2022-06,SKU4_001,FAM4,37,6.59
2022-07,SKU4_001,FAM4,40,6.59
2022-08,SKU4_001,FAM4,33,6.59
2022-09,SKU4_001,FAM4,35,6.59
2022-10,SKU4_001,FAM4,41,6.59
2022-11,SKU4_001,FAM4,35,6.59
2022-12,SKU4_001,FAM4,34,6.59
2023-01,SKU4_001,FAM4,35,6.59
2023-02,SKU4_001,FAM4,47,6.59
2023-03,SKU4_001,FAM4,33,6.59
2023-04,SKU4_001,FAM4,35,6.59
2023-05,SKU4_001,FAM4,31,6.59
2023-06,SKU4_001,FAM4,35,6.59
2023-07,SKU4_001,FAM4,35,6.59
2023-08,SKU4_001,FAM4,36,6.59
2023-09,SKU4_001,FAM4,36,6.59
2023-10,SKU4_001,FAM4,38,6.59
2023-11,SKU4_001,FAM4,31,6.59
2023-12,SKU4_001,FAM4,32,6.59
2024-01,SKU4_001,FAM4,37,6.59
2024-02,SKU4_001,FAM4,30,6.59
2024-03,SKU4_001,FAM4,37,6.59
2024-04,SKU4_001,FAM4,33,6.59
2024-05,SKU4_001,FAM4,41,6.59
2024-06,SKU4_001,FAM4,38,6.59
2024-07,SKU4_001,FAM4,37,6.59
2024-08,SKU4_001,FAM4,41,6.59
2024-09,SKU4_001,FAM4,35,6.59
2024-10,SKU4_001,FAM4,36,6.59
2024-11,SKU4_001,FAM4,36,6.59
2024-12,SKU4_001,FAM4,37,6.59
2022-01,SKU4_002,FAM4,30,5.81
2022-02,SKU4_002,FAM4,32,5.81
2022-03,SKU4_002,FAM4,32,5.81
2022-04,SKU4_002,FAM4,39,5.81
2022-05,SKU4_002,FAM4,34,5.81
2022-06,SKU4_002,FAM4,36,5.81
2022-07,SKU4_002,FAM4,35,5.81
2022-08,SKU4_002,FAM4,34,5.81
2022-09,SKU4_002,FAM4,30,5.81
2022-10,SKU4_002,FAM4,35,5.81
2022-11,SKU4_002,FAM4,53,5.81
2022-12,SKU4_002,FAM4,32,5.81
2023-01,SKU4_002,FAM4,31,5.81
2023-02,SKU4_002,FAM4,41,5.81
2023-03,SKU4_002,FAM4,38,5.81
2023-04,SKU4_002,FAM4,36,5.81
2023-05,SKU4_002,FAM4,40,5.81
2023-06,SKU4_002,FAM4,33,5.81
2023-07,SKU4_002,FAM4,35,5.81
2023-08,SKU4_002,FAM4,38,5.81
2023-09,SKU4_002,FAM4,42,5.81
2023-10,SKU4_002,FAM4,43,5.81
2023-11,SKU4_002,FAM4,39,5.81
2023-12,SKU4_002,FAM4,37,5.81
2024-01,SKU4_002,FAM4,36,5.81
2024-02,SKU4_002,FAM4,36,5.81
2024-03,SKU4_002,FAM4,32,5.81
2024-04,SKU4_002,FAM4,39,5.81
2024-05,SKU4_002,FAM4,35,5.81
2024-06,SKU4_002,FAM4,34,5.81
2024-07,SKU4_002,FAM4,40,5.81
2024-08,SKU4_002,FAM4,40,5.81
2024-09,SKU4_002,FAM4,39,5.81
2024-10,SKU4_002,FAM4,42,5.81
2024-11,SKU4_002,FAM4,43,5.81
2024-12,SKU4_002,FAM4,43,5.81
2022-01,SKU4_003,FAM4,38,6.99
2022-02,SKU4_003,FAM4,35,6.99
2022-03,SKU4_003,FAM4,38,6.99
2022-04,SKU4_003,FAM4,35,6.99
2022-05,SKU4_003,FAM4,35,6.99
2022-06,SKU4_003,FAM4,36,6.99
2022-07,SKU4_003,FAM4,34,6.99
2022-08,SKU4_003,FAM4,30,6.99
2022-09,SKU4_003,FAM4,36,6.99
2022-10,SKU4_003,FAM4,33,6.99
2022-11,SKU4_003,FAM4,33,6.99
2022-12,SKU4_003,FAM4,38,6.99
2023-01,SKU4_003,FAM4,35,6.99
2023-02,SKU4_003,FAM4,39,6.99
2023-03,SKU4_003,FAM4,34,6.99
2023-04,SKU4_003,FAM4,48,6.99
2023-05,SKU4_003,FAM4,39,6.99
2023-06,SKU4_003,FAM4,37,6.99
2023-07,SKU4_003,FAM4,32,6.99
2023-08,SKU4_003,FAM4,37,6.99
2023-09,SKU4_003,FAM4,40,6.99
2023-10,SKU4_003,FAM4,35,6.99
2023-11,SKU4_003,FAM4,38,6.99
2023-12,SKU4_003,FAM4,34,6.99
2024-01,SKU4_003,FAM4,36,6.99
2024-02,SKU4_003,FAM4,39,6.99
2024-03,SKU4_003,FAM4,37,6.99
2024-04,SKU4_003,FAM4,40,6.99
2024-05,SKU4_003,FAM4,38,6.99
2024-06,SKU4_003,FAM4,51,6.99
2024-07,SKU4_003,FAM4,33,6.99
2024-08,SKU4_003,FAM4,38,6.99
2024-09,SKU4_003,FAM4,36,6.99
2024-10,SKU4_003,FAM4,36,6.99
2024-11,SKU4_003,FAM4,37,6.99
2024-12,SKU4_003,FAM4,40,6.99
2022-01,SKU4_004,FAM4,35,5.53
2022-02,SKU4_004,FAM4,31,5.53
2022-03,SKU4_004,FAM4,33,5.53
2022-04,SKU4_004,FAM4,0,5.53
2022-05,SKU4_004,FAM4,33,5.53
2022-06,SKU4_004,FAM4,37,5.53
2022-07,SKU4_004,FAM4,35,5.53
2022-08,SKU4_004,FAM4,41,5.53
2022-09,SKU4_004,FAM4,40,5.53
2022-10,SKU4_004,FAM4,32,5.53
2022-11,SKU4_004,FAM4,0,5.53
2022-12,SKU4_004,FAM4,34,5.53
2023-01,SKU4_004,FAM4,37,5.53
2023-02,SKU4_004,FAM4,36,5.53
2023-03,SKU4_004,FAM4,0,5.53
2023-04,SKU4_004,FAM4,0,5.53
2023-05,SKU4_004,FAM4,37,5.53
2023-06,SKU4_004,FAM4,35,5.53
2023-07,SKU4_004,FAM4,43,5.53
2023-08,SKU4_004,FAM4,0,5.53
2023-09,SKU4_004,FAM4,37,5.53
2023-10,SKU4_004,FAM4,36,5.53
2023-11,SKU4_004,FAM4,0,5.53
2023-12,SKU4_004,FAM4,0,5.53
2024-01,SKU4_004,FAM4,32,5.53
2024-02,SKU4_004,FAM4,48,5.53
2024-03,SKU4_004,FAM4,33,5.53
